都道府県コード又は市区町村コード,NO,都道府県名,データ名称,データ概要,データ形式,分類,URL,ライセンス,掲載ページ名,掲載ページURL,データ提供所属,備考
230006,2101,愛知県,豊橋市（特環）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2102,愛知県,豊橋市（農集）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2103,愛知県,豊橋市（駐車場1）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2104,愛知県,豊橋市（駐車場2）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2105,愛知県,豊橋市（駐車場3）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2106,愛知県,岡崎市（水道）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2107,愛知県,岡崎市（病院）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2108,愛知県,岡崎市（簡水）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2109,愛知県,岡崎市（公下）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2110,愛知県,岡崎市（特環）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2111,愛知県,岡崎市（農集）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2112,愛知県,岡崎市（駐車場）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2113,愛知県,一宮市（水道）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2114,愛知県,一宮市（病院1）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2115,愛知県,一宮市（病院2）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2116,愛知県,一宮市（簡水）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2117,愛知県,一宮市（公下）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2118,愛知県,一宮市（駐車場1）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2119,愛知県,瀬戸市（水道）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2120,愛知県,瀬戸市（公下）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2121,愛知県,半田市（水道）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2122,愛知県,半田市（病院）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2123,愛知県,半田市（公下）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2124,愛知県,半田市（駐車場1）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2125,愛知県,半田市（駐車場2）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2126,愛知県,春日井市（水道）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2127,愛知県,春日井市（病院）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2128,愛知県,春日井市（公下）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2129,愛知県,春日井市（駐車場1）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2130,愛知県,春日井市（駐車場2）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2131,愛知県,豊川市（水道）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2132,愛知県,豊川市（病院）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2133,愛知県,豊川市（公下）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2134,愛知県,豊川市（特環）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2135,愛知県,豊川市（農集）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2136,愛知県,豊川市（駐車場1）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2137,愛知県,豊川市（駐車場2）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2138,愛知県,豊川市（駐車場3）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2139,愛知県,豊川市（駐車場4）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2140,愛知県,津島市（水道）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2141,愛知県,津島市（病院）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2142,愛知県,津島市（公下）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2143,愛知県,碧南市（水道）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2144,愛知県,碧南市（病院）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2145,愛知県,碧南市（公下）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2146,愛知県,刈谷市（水道）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2147,愛知県,刈谷市（公下）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2148,愛知県,豊田市（水道）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2149,愛知県,豊田市（公下）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2150,愛知県,豊田市（特環）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2151,愛知県,豊田市（農集）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2152,愛知県,安城市（水道）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2153,愛知県,安城市（公下）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2154,愛知県,安城市（特環）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2155,愛知県,安城市（農集）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2156,愛知県,安城市（駐車場1）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2157,愛知県,安城市（駐車場2）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2158,愛知県,安城市（駐車場3）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2159,愛知県,安城市（駐車場4）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2160,愛知県,安城市（駐車場5）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2161,愛知県,安城市（駐車場6）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2162,愛知県,安城市（駐車場7）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2163,愛知県,安城市（駐車場8）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2164,愛知県,安城市（駐車場9）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2165,愛知県,安城市（駐車場10）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2166,愛知県,安城市（駐車場11）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2167,愛知県,安城市（駐車場12）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2168,愛知県,安城市（駐車場13）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2169,愛知県,安城市（駐車場14）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2170,愛知県,西尾市（水道）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2171,愛知県,西尾市（病院）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2172,愛知県,西尾市（公下）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2173,愛知県,西尾市（特環）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2174,愛知県,西尾市（農集）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2175,愛知県,蒲郡市（水道）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2176,愛知県,蒲郡市（病院）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2177,愛知県,蒲郡市（公下）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2178,愛知県,蒲郡市（特環）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
230006,2179,愛知県,犬山市（水道）,平成30年度決算経営比較分析表,xls,市町村・広域行政,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyou30.html,CC BY,愛知県内市町村等の経営比較分析表,https://www.pref.aichi.jp/soshiki/shichoson/koueikigyoukeieihikakubunnsekihyoumokuji.html,市町村課,
